"variable","iteration","chain","mean"
"psu","8","Chain 25",NA
"logweight","8","Chain 25",NA
"ra","9","Chain 25",NA
"asthma_aux","9","Chain 25",NA
"age1","9","Chain 25",NA
"age2","9","Chain 25",NA
"age3","9","Chain 25",NA
"sex","9","Chain 25",NA
"race","9","Chain 25",NA
"education","9","Chain 25",1
"pir","9","Chain 25",4.80055638775947
"smoke","9","Chain 25",1.77358490566038
"cycle","9","Chain 25",NA
"stratum","9","Chain 25",NA
"psu","9","Chain 25",NA
"logweight","9","Chain 25",NA
"ra","10","Chain 25",NA
"asthma_aux","10","Chain 25",NA
"age1","10","Chain 25",NA
"age2","10","Chain 25",NA
"age3","10","Chain 25",NA
"sex","10","Chain 25",NA
"race","10","Chain 25",NA
"education","10","Chain 25",1.93023255813953
"pir","10","Chain 25",0.773657179542059
"smoke","10","Chain 25",2.30188679245283
"cycle","10","Chain 25",NA
"stratum","10","Chain 25",NA
"psu","10","Chain 25",NA
"logweight","10","Chain 25",NA
"ra","1","Chain 26",NA
"asthma_aux","1","Chain 26",NA
"age1","1","Chain 26",NA
"age2","1","Chain 26",NA
"age3","1","Chain 26",NA
"sex","1","Chain 26",NA
"race","1","Chain 26",NA
"education","1","Chain 26",5
"pir","1","Chain 26",0.774361224053079
"smoke","1","Chain 26",2.05660377358491
"cycle","1","Chain 26",NA
"stratum","1","Chain 26",NA
"psu","1","Chain 26",NA
"logweight","1","Chain 26",NA
"ra","2","Chain 26",NA
"asthma_aux","2","Chain 26",NA
"age1","2","Chain 26",NA
"age2","2","Chain 26",NA
"age3","2","Chain 26",NA
"sex","2","Chain 26",NA
"race","2","Chain 26",NA
"education","2","Chain 26",5
"pir","2","Chain 26",1.13902632142092
"smoke","2","Chain 26",2.20754716981132
"cycle","2","Chain 26",NA
"stratum","2","Chain 26",NA
"psu","2","Chain 26",NA
"logweight","2","Chain 26",NA
"ra","3","Chain 26",NA
"asthma_aux","3","Chain 26",NA
"age1","3","Chain 26",NA
"age2","3","Chain 26",NA
"age3","3","Chain 26",NA
"sex","3","Chain 26",NA
"race","3","Chain 26",NA
"education","3","Chain 26",1.16279069767442
"pir","3","Chain 26",4.79863043013054
"smoke","3","Chain 26",1.79245283018868
"cycle","3","Chain 26",NA
"stratum","3","Chain 26",NA
"psu","3","Chain 26",NA
"logweight","3","Chain 26",NA
"ra","4","Chain 26",NA
"asthma_aux","4","Chain 26",NA
"age1","4","Chain 26",NA
"age2","4","Chain 26",NA
"age3","4","Chain 26",NA
"sex","4","Chain 26",NA
"race","4","Chain 26",NA
"education","4","Chain 26",2.30232558139535
"pir","4","Chain 26",0.776197303659329
"smoke","4","Chain 26",1.13207547169811
"cycle","4","Chain 26",NA
"stratum","4","Chain 26",NA
"psu","4","Chain 26",NA
"logweight","4","Chain 26",NA
"ra","5","Chain 26",NA
"asthma_aux","5","Chain 26",NA
"age1","5","Chain 26",NA
"age2","5","Chain 26",NA
"age3","5","Chain 26",NA
"sex","5","Chain 26",NA
"race","5","Chain 26",NA
"education","5","Chain 26",5
"pir","5","Chain 26",1.6231243312647
"smoke","5","Chain 26",2.28301886792453
"cycle","5","Chain 26",NA
"stratum","5","Chain 26",NA
"psu","5","Chain 26",NA
"logweight","5","Chain 26",NA
"ra","6","Chain 26",NA
"asthma_aux","6","Chain 26",NA
"age1","6","Chain 26",NA
"age2","6","Chain 26",NA
"age3","6","Chain 26",NA
"sex","6","Chain 26",NA
"race","6","Chain 26",NA
"education","6","Chain 26",5
"pir","6","Chain 26",0.780235394821324
"smoke","6","Chain 26",1
"cycle","6","Chain 26",NA
"stratum","6","Chain 26",NA
"psu","6","Chain 26",NA
"logweight","6","Chain 26",NA
"ra","7","Chain 26",NA
"asthma_aux","7","Chain 26",NA
"age1","7","Chain 26",NA
"age2","7","Chain 26",NA
"age3","7","Chain 26",NA
"sex","7","Chain 26",NA
"race","7","Chain 26",NA
"education","7","Chain 26",5
"pir","7","Chain 26",4.79777444896212
"smoke","7","Chain 26",1
"cycle","7","Chain 26",NA
"stratum","7","Chain 26",NA
"psu","7","Chain 26",NA
"logweight","7","Chain 26",NA
"ra","8","Chain 26",NA
"asthma_aux","8","Chain 26",NA
"age1","8","Chain 26",NA
"age2","8","Chain 26",NA
"age3","8","Chain 26",NA
"sex","8","Chain 26",NA
"race","8","Chain 26",NA
"education","8","Chain 26",1.93023255813953
"pir","8","Chain 26",0.779420072758411
"smoke","8","Chain 26",1.92452830188679
"cycle","8","Chain 26",NA
"stratum","8","Chain 26",NA
"psu","8","Chain 26",NA
"logweight","8","Chain 26",NA
"ra","9","Chain 26",NA
"asthma_aux","9","Chain 26",NA
"age1","9","Chain 26",NA
"age2","9","Chain 26",NA
"age3","9","Chain 26",NA
"sex","9","Chain 26",NA
"race","9","Chain 26",NA
"education","9","Chain 26",1.18604651162791
"pir","9","Chain 26",4.79456451958057
"smoke","9","Chain 26",1.67924528301887
"cycle","9","Chain 26",NA
"stratum","9","Chain 26",NA
"psu","9","Chain 26",NA
"logweight","9","Chain 26",NA
"ra","10","Chain 26",NA
"asthma_aux","10","Chain 26",NA
"age1","10","Chain 26",NA
"age2","10","Chain 26",NA
"age3","10","Chain 26",NA
"sex","10","Chain 26",NA
"race","10","Chain 26",NA
"education","10","Chain 26",2.19767441860465
"pir","10","Chain 26",4.78562165632356
"smoke","10","Chain 26",1.88679245283019
"cycle","10","Chain 26",NA
"stratum","10","Chain 26",NA
"psu","10","Chain 26",NA
"logweight","10","Chain 26",NA
"ra","1","Chain 27",NA
"asthma_aux","1","Chain 27",NA
"age1","1","Chain 27",NA
"age2","1","Chain 27",NA
"age3","1","Chain 27",NA
"sex","1","Chain 27",NA
"race","1","Chain 27",NA
"education","1","Chain 27",1.17441860465116
"pir","1","Chain 27",0.780716884228557
"smoke","1","Chain 27",1
"cycle","1","Chain 27",NA
"stratum","1","Chain 27",NA
"psu","1","Chain 27",NA
"logweight","1","Chain 27",NA
"ra","2","Chain 27",NA
"asthma_aux","2","Chain 27",NA
"age1","2","Chain 27",NA
"age2","2","Chain 27",NA
"age3","2","Chain 27",NA
"sex","2","Chain 27",NA
"race","2","Chain 27",NA
"education","2","Chain 27",1
"pir","2","Chain 27",0.776255082388196
"smoke","2","Chain 27",1
"cycle","2","Chain 27",NA
"stratum","2","Chain 27",NA
"psu","2","Chain 27",NA
"logweight","2","Chain 27",NA
"ra","3","Chain 27",NA
"asthma_aux","3","Chain 27",NA
"age1","3","Chain 27",NA
"age2","3","Chain 27",NA
"age3","3","Chain 27",NA
"sex","3","Chain 27",NA
"race","3","Chain 27",NA
"education","3","Chain 27",5
"pir","3","Chain 27",4.79328054782795
"smoke","3","Chain 27",1.9622641509434
"cycle","3","Chain 27",NA
"stratum","3","Chain 27",NA
"psu","3","Chain 27",NA
"logweight","3","Chain 27",NA
"ra","4","Chain 27",NA
"asthma_aux","4","Chain 27",NA
"age1","4","Chain 27",NA
"age2","4","Chain 27",NA
"age3","4","Chain 27",NA
"sex","4","Chain 27",NA
"race","4","Chain 27",NA
"education","4","Chain 27",3.11627906976744
"pir","4","Chain 27",4.80398031243313
"smoke","4","Chain 27",1
"cycle","4","Chain 27",NA
"stratum","4","Chain 27",NA
"psu","4","Chain 27",NA
"logweight","4","Chain 27",NA
"ra","5","Chain 27",NA
"asthma_aux","5","Chain 27",NA
"age1","5","Chain 27",NA
"age2","5","Chain 27",NA
"age3","5","Chain 27",NA
"sex","5","Chain 27",NA
"race","5","Chain 27",NA
"education","5","Chain 27",2.09302325581395
"pir","5","Chain 27",4.72207789428633
"smoke","5","Chain 27",1.45283018867925
"cycle","5","Chain 27",NA
"stratum","5","Chain 27",NA
"psu","5","Chain 27",NA
"logweight","5","Chain 27",NA
"ra","6","Chain 27",NA
"asthma_aux","6","Chain 27",NA
"age1","6","Chain 27",NA
"age2","6","Chain 27",NA
"age3","6","Chain 27",NA
"sex","6","Chain 27",NA
"race","6","Chain 27",NA
"education","6","Chain 27",5
"pir","6","Chain 27",0.768728867964912
"smoke","6","Chain 27",1
"cycle","6","Chain 27",NA
"stratum","6","Chain 27",NA
"psu","6","Chain 27",NA
"logweight","6","Chain 27",NA
"ra","7","Chain 27",NA
"asthma_aux","7","Chain 27",NA
"age1","7","Chain 27",NA
"age2","7","Chain 27",NA
"age3","7","Chain 27",NA
"sex","7","Chain 27",NA
"race","7","Chain 27",NA
"education","7","Chain 27",1.18604651162791
"pir","7","Chain 27",0.771861759041311
"smoke","7","Chain 27",1
"cycle","7","Chain 27",NA
"stratum","7","Chain 27",NA
"psu","7","Chain 27",NA
"logweight","7","Chain 27",NA
"ra","8","Chain 27",NA
"asthma_aux","8","Chain 27",NA
"age1","8","Chain 27",NA
"age2","8","Chain 27",NA
"age3","8","Chain 27",NA
"sex","8","Chain 27",NA
"race","8","Chain 27",NA
"education","8","Chain 27",5
"pir","8","Chain 27",4.80505028889364
"smoke","8","Chain 27",2
"cycle","8","Chain 27",NA
"stratum","8","Chain 27",NA
"psu","8","Chain 27",NA
"logweight","8","Chain 27",NA
"ra","9","Chain 27",NA
"asthma_aux","9","Chain 27",NA
"age1","9","Chain 27",NA
"age2","9","Chain 27",NA
"age3","9","Chain 27",NA
"sex","9","Chain 27",NA
"race","9","Chain 27",NA
"education","9","Chain 27",2.02325581395349
"pir","9","Chain 27",0.770404451102086
"smoke","9","Chain 27",1.9622641509434
"cycle","9","Chain 27",NA
"stratum","9","Chain 27",NA
"psu","9","Chain 27",NA
"logweight","9","Chain 27",NA
"ra","10","Chain 27",NA
"asthma_aux","10","Chain 27",NA
"age1","10","Chain 27",NA
"age2","10","Chain 27",NA
"age3","10","Chain 27",NA
"sex","10","Chain 27",NA
"race","10","Chain 27",NA
"education","10","Chain 27",1.77906976744186
"pir","10","Chain 27",4.75321634924031
"smoke","10","Chain 27",1
"cycle","10","Chain 27",NA
"stratum","10","Chain 27",NA
"psu","10","Chain 27",NA
"logweight","10","Chain 27",NA
"ra","1","Chain 28",NA
"asthma_aux","1","Chain 28",NA
"age1","1","Chain 28",NA
"age2","1","Chain 28",NA
"age3","1","Chain 28",NA
"sex","1","Chain 28",NA
"race","1","Chain 28",NA
"education","1","Chain 28",5
"pir","1","Chain 28",0.771386689492842
"smoke","1","Chain 28",1
"cycle","1","Chain 28",NA
"stratum","1","Chain 28",NA
"psu","1","Chain 28",NA
"logweight","1","Chain 28",NA
"ra","2","Chain 28",NA
"asthma_aux","2","Chain 28",NA
"age1","2","Chain 28",NA
"age2","2","Chain 28",NA
"age3","2","Chain 28",NA
"sex","2","Chain 28",NA
"race","2","Chain 28",NA
"education","2","Chain 28",5
"pir","2","Chain 28",0.763984592338978
"smoke","2","Chain 28",1
"cycle","2","Chain 28",NA
"stratum","2","Chain 28",NA
"psu","2","Chain 28",NA
"logweight","2","Chain 28",NA
"ra","3","Chain 28",NA
"asthma_aux","3","Chain 28",NA
"age1","3","Chain 28",NA
"age2","3","Chain 28",NA
"age3","3","Chain 28",NA
"sex","3","Chain 28",NA
"race","3","Chain 28",NA
"education","3","Chain 28",5
"pir","3","Chain 28",4.79520650545688
"smoke","3","Chain 28",1
"cycle","3","Chain 28",NA
"stratum","3","Chain 28",NA
"psu","3","Chain 28",NA
"logweight","3","Chain 28",NA
"ra","4","Chain 28",NA
"asthma_aux","4","Chain 28",NA
"age1","4","Chain 28",NA
"age2","4","Chain 28",NA
"age3","4","Chain 28",NA
"sex","4","Chain 28",NA
"race","4","Chain 28",NA
"education","4","Chain 28",1.87209302325581
"pir","4","Chain 28",4.79948641129895
"smoke","4","Chain 28",1
"cycle","4","Chain 28",NA
"stratum","4","Chain 28",NA
"psu","4","Chain 28",NA
"logweight","4","Chain 28",NA
"ra","5","Chain 28",NA
"asthma_aux","5","Chain 28",NA
"age1","5","Chain 28",NA
"age2","5","Chain 28",NA
"age3","5","Chain 28",NA
"sex","5","Chain 28",NA
"race","5","Chain 28",NA
"education","5","Chain 28",5
"pir","5","Chain 28",4.79970040659105
"smoke","5","Chain 28",1
"cycle","5","Chain 28",NA
"stratum","5","Chain 28",NA
"psu","5","Chain 28",NA
"logweight","5","Chain 28",NA
"ra","6","Chain 28",NA
"asthma_aux","6","Chain 28",NA
"age1","6","Chain 28",NA
"age2","6","Chain 28",NA
"age3","6","Chain 28",NA
"sex","6","Chain 28",NA
"race","6","Chain 28",NA
"education","6","Chain 28",2.05813953488372
"pir","6","Chain 28",4.79841643483843
"smoke","6","Chain 28",1
"cycle","6","Chain 28",NA
"stratum","6","Chain 28",NA
"psu","6","Chain 28",NA
"logweight","6","Chain 28",NA
"ra","7","Chain 28",NA
"asthma_aux","7","Chain 28",NA
"age1","7","Chain 28",NA
"age2","7","Chain 28",NA
"age3","7","Chain 28",NA
"sex","7","Chain 28",NA
"race","7","Chain 28",NA
"education","7","Chain 28",2.95348837209302
"pir","7","Chain 28",4.80413224909052
"smoke","7","Chain 28",1
"cycle","7","Chain 28",NA
"stratum","7","Chain 28",NA
"psu","7","Chain 28",NA
"logweight","7","Chain 28",NA
"ra","8","Chain 28",NA
"asthma_aux","8","Chain 28",NA
"age1","8","Chain 28",NA
"age2","8","Chain 28",NA
"age3","8","Chain 28",NA
"sex","8","Chain 28",NA
"race","8","Chain 28",NA
"education","8","Chain 28",5
"pir","8","Chain 28",0.777941365289974
"smoke","8","Chain 28",1
"cycle","8","Chain 28",NA
"stratum","8","Chain 28",NA
"psu","8","Chain 28",NA
"logweight","8","Chain 28",NA
"ra","9","Chain 28",NA
"asthma_aux","9","Chain 28",NA
"age1","9","Chain 28",NA
"age2","9","Chain 28",NA
"age3","9","Chain 28",NA
"sex","9","Chain 28",NA
"race","9","Chain 28",NA
"education","9","Chain 28",5
"pir","9","Chain 28",0.783614380483638
"smoke","9","Chain 28",1.9622641509434
"cycle","9","Chain 28",NA
"stratum","9","Chain 28",NA
"psu","9","Chain 28",NA
"logweight","9","Chain 28",NA
"ra","10","Chain 28",NA
"asthma_aux","10","Chain 28",NA
"age1","10","Chain 28",NA
"age2","10","Chain 28",NA
"age3","10","Chain 28",NA
"sex","10","Chain 28",NA
"race","10","Chain 28",NA
"education","10","Chain 28",5
"pir","10","Chain 28",4.8024823453884
"smoke","10","Chain 28",1
"cycle","10","Chain 28",NA
"stratum","10","Chain 28",NA
"psu","10","Chain 28",NA
"logweight","10","Chain 28",NA
"ra","1","Chain 29",NA
"asthma_aux","1","Chain 29",NA
"age1","1","Chain 29",NA
"age2","1","Chain 29",NA
"age3","1","Chain 29",NA
"sex","1","Chain 29",NA
"race","1","Chain 29",NA
"education","1","Chain 29",5
"pir","1","Chain 29",0.774821313931101
"smoke","1","Chain 29",1.9811320754717
"cycle","1","Chain 29",NA
"stratum","1","Chain 29",NA
"psu","1","Chain 29",NA
"logweight","1","Chain 29",NA
"ra","2","Chain 29",NA
"asthma_aux","2","Chain 29",NA
"age1","2","Chain 29",NA
"age2","2","Chain 29",NA
"age3","2","Chain 29",NA
"sex","2","Chain 29",NA
"race","2","Chain 29",NA
"education","2","Chain 29",4.76744186046512
"pir","2","Chain 29",4.80077038305157
"smoke","2","Chain 29",1
"cycle","2","Chain 29",NA
"stratum","2","Chain 29",NA
"psu","2","Chain 29",NA
"logweight","2","Chain 29",NA
"ra","3","Chain 29",NA
"asthma_aux","3","Chain 29",NA
"age1","3","Chain 29",NA
"age2","3","Chain 29",NA
"age3","3","Chain 29",NA
"sex","3","Chain 29",NA
"race","3","Chain 29",NA
"education","3","Chain 29",1.94186046511628
"pir","3","Chain 29",0.778576931307521
"smoke","3","Chain 29",1.90566037735849
"cycle","3","Chain 29",NA
"stratum","3","Chain 29",NA
"psu","3","Chain 29",NA
"logweight","3","Chain 29",NA
"ra","4","Chain 29",NA
"asthma_aux","4","Chain 29",NA
"age1","4","Chain 29",NA
"age2","4","Chain 29",NA
"age3","4","Chain 29",NA
"sex","4","Chain 29",NA
"race","4","Chain 29",NA
"education","4","Chain 29",1.23255813953488
"pir","4","Chain 29",0.77694628718169
"smoke","4","Chain 29",2.18867924528302
"cycle","4","Chain 29",NA
"stratum","4","Chain 29",NA
"psu","4","Chain 29",NA
"logweight","4","Chain 29",NA
"ra","5","Chain 29",NA
"asthma_aux","5","Chain 29",NA
"age1","5","Chain 29",NA
"age2","5","Chain 29",NA
"age3","5","Chain 29",NA
"sex","5","Chain 29",NA
"race","5","Chain 29",NA
"education","5","Chain 29",3.80232558139535
"pir","5","Chain 29",4.79199657607533
"smoke","5","Chain 29",1.94339622641509
"cycle","5","Chain 29",NA
"stratum","5","Chain 29",NA
"psu","5","Chain 29",NA
"logweight","5","Chain 29",NA
"ra","6","Chain 29",NA
"asthma_aux","6","Chain 29",NA
"age1","6","Chain 29",NA
"age2","6","Chain 29",NA
"age3","6","Chain 29",NA
"sex","6","Chain 29",NA
"race","6","Chain 29",NA
"education","6","Chain 29",2.01162790697674
"pir","6","Chain 29",0.777070404451112
"smoke","6","Chain 29",1
"cycle","6","Chain 29",NA
"stratum","6","Chain 29",NA
"psu","6","Chain 29",NA
"logweight","6","Chain 29",NA
"ra","7","Chain 29",NA
"asthma_aux","7","Chain 29",NA
"age1","7","Chain 29",NA
"age2","7","Chain 29",NA
"age3","7","Chain 29",NA
"sex","7","Chain 29",NA
"race","7","Chain 29",NA
"education","7","Chain 29",5
"pir","7","Chain 29",4.71470575647336
"smoke","7","Chain 29",1.75471698113208
"cycle","7","Chain 29",NA
"stratum","7","Chain 29",NA
"psu","7","Chain 29",NA
"logweight","7","Chain 29",NA
"ra","8","Chain 29",NA
"asthma_aux","8","Chain 29",NA
"age1","8","Chain 29",NA
"age2","8","Chain 29",NA
"age3","8","Chain 29",NA
"sex","8","Chain 29",NA
"race","8","Chain 29",NA
"education","8","Chain 29",1.90697674418605
"pir","8","Chain 29",4.79579499251016
"smoke","8","Chain 29",1
"cycle","8","Chain 29",NA
"stratum","8","Chain 29",NA
"psu","8","Chain 29",NA
"logweight","8","Chain 29",NA
"ra","9","Chain 29",NA
"asthma_aux","9","Chain 29",NA
"age1","9","Chain 29",NA
"age2","9","Chain 29",NA
"age3","9","Chain 29",NA
"sex","9","Chain 29",NA
"race","9","Chain 29",NA
"education","9","Chain 29",2
"pir","9","Chain 29",4.80526428418575
"smoke","9","Chain 29",1
"cycle","9","Chain 29",NA
"stratum","9","Chain 29",NA
"psu","9","Chain 29",NA
"logweight","9","Chain 29",NA
"ra","10","Chain 29",NA
"asthma_aux","10","Chain 29",NA
"age1","10","Chain 29",NA
"age2","10","Chain 29",NA
"age3","10","Chain 29",NA
"sex","10","Chain 29",NA
"race","10","Chain 29",NA
"education","10","Chain 29",4.88372093023256
"pir","10","Chain 29",0.778232398887235
"smoke","10","Chain 29",2
"cycle","10","Chain 29",NA
"stratum","10","Chain 29",NA
"psu","10","Chain 29",NA
"logweight","10","Chain 29",NA
"ra","1","Chain 30",NA
"asthma_aux","1","Chain 30",NA
"age1","1","Chain 30",NA
"age2","1","Chain 30",NA
"age3","1","Chain 30",NA
"sex","1","Chain 30",NA
"race","1","Chain 30",NA
"education","1","Chain 30",5
"pir","1","Chain 30",0.777286539696136
"smoke","1","Chain 30",1
"cycle","1","Chain 30",NA
"stratum","1","Chain 30",NA
"psu","1","Chain 30",NA
"logweight","1","Chain 30",NA
"ra","2","Chain 30",NA
"asthma_aux","2","Chain 30",NA
"age1","2","Chain 30",NA
"age2","2","Chain 30",NA
"age3","2","Chain 30",NA
"sex","2","Chain 30",NA
"race","2","Chain 30",NA
"education","2","Chain 30",1.18604651162791
"pir","2","Chain 30",0.771562165632364
"smoke","2","Chain 30",1
"cycle","2","Chain 30",NA
"stratum","2","Chain 30",NA
"psu","2","Chain 30",NA
"logweight","2","Chain 30",NA
"ra","3","Chain 30",NA
"asthma_aux","3","Chain 30",NA
"age1","3","Chain 30",NA
"age2","3","Chain 30",NA
"age3","3","Chain 30",NA
"sex","3","Chain 30",NA
"race","3","Chain 30",NA
"education","3","Chain 30",5
"pir","3","Chain 30",0.7778728867965
"smoke","3","Chain 30",1.13207547169811
"cycle","3","Chain 30",NA
"stratum","3","Chain 30",NA
"psu","3","Chain 30",NA
"logweight","3","Chain 30",NA
"ra","4","Chain 30",NA
"asthma_aux","4","Chain 30",NA
"age1","4","Chain 30",NA
"age2","4","Chain 30",NA
"age3","4","Chain 30",NA
"sex","4","Chain 30",NA
"race","4","Chain 30",NA
"education","4","Chain 30",1
"pir","4","Chain 30",4.8022683500963
"smoke","4","Chain 30",1
"cycle","4","Chain 30",NA
"stratum","4","Chain 30",NA
"psu","4","Chain 30",NA
"logweight","4","Chain 30",NA
"ra","5","Chain 30",NA
"asthma_aux","5","Chain 30",NA
"age1","5","Chain 30",NA
"age2","5","Chain 30",NA
"age3","5","Chain 30",NA
"sex","5","Chain 30",NA
"race","5","Chain 30",NA
"education","5","Chain 30",3.80232558139535
"pir","5","Chain 30",0.767982024395473
"smoke","5","Chain 30",1.83018867924528
"cycle","5","Chain 30",NA
"stratum","5","Chain 30",NA
"psu","5","Chain 30",NA
"logweight","5","Chain 30",NA
"ra","6","Chain 30",NA
"asthma_aux","6","Chain 30",NA
"age1","6","Chain 30",NA
"age2","6","Chain 30",NA
"age3","6","Chain 30",NA
"sex","6","Chain 30",NA
"race","6","Chain 30",NA
"education","6","Chain 30",1.18604651162791
"pir","6","Chain 30",0.784160068478503
"smoke","6","Chain 30",2.16981132075472
"cycle","6","Chain 30",NA
"stratum","6","Chain 30",NA
"psu","6","Chain 30",NA
"logweight","6","Chain 30",NA
"ra","7","Chain 30",NA
"asthma_aux","7","Chain 30",NA
"age1","7","Chain 30",NA
"age2","7","Chain 30",NA
"age3","7","Chain 30",NA
"sex","7","Chain 30",NA
"race","7","Chain 30",NA
"education","7","Chain 30",1
"pir","7","Chain 30",4.80376631714102
"smoke","7","Chain 30",1
"cycle","7","Chain 30",NA
"stratum","7","Chain 30",NA
"psu","7","Chain 30",NA
"logweight","7","Chain 30",NA
"ra","8","Chain 30",NA
"asthma_aux","8","Chain 30",NA
"age1","8","Chain 30",NA
"age2","8","Chain 30",NA
"age3","8","Chain 30",NA
"sex","8","Chain 30",NA
"race","8","Chain 30",NA
"education","8","Chain 30",1.74418604651163
"pir","8","Chain 30",0.77004279905843
"smoke","8","Chain 30",2.0188679245283
"cycle","8","Chain 30",NA
"stratum","8","Chain 30",NA
"psu","8","Chain 30",NA
"logweight","8","Chain 30",NA
"ra","9","Chain 30",NA
"asthma_aux","9","Chain 30",NA
"age1","9","Chain 30",NA
"age2","9","Chain 30",NA
"age3","9","Chain 30",NA
"sex","9","Chain 30",NA
"race","9","Chain 30",NA
"education","9","Chain 30",5
"pir","9","Chain 30",4.7964904772095
"smoke","9","Chain 30",1.94339622641509
"cycle","9","Chain 30",NA
"stratum","9","Chain 30",NA
"psu","9","Chain 30",NA
"logweight","9","Chain 30",NA
"ra","10","Chain 30",NA
"asthma_aux","10","Chain 30",NA
"age1","10","Chain 30",NA
"age2","10","Chain 30",NA
"age3","10","Chain 30",NA
"sex","10","Chain 30",NA
"race","10","Chain 30",NA
"education","10","Chain 30",5
"pir","10","Chain 30",0.773511662743431
"smoke","10","Chain 30",1.90566037735849
"cycle","10","Chain 30",NA
"stratum","10","Chain 30",NA
"psu","10","Chain 30",NA
"logweight","10","Chain 30",NA
